,Output,AI vs DShareC,AI vs CShareD,F-Measure vs DShareC,F-Measure vs CShareD,Geometric Aggregtion vs DShareC,Geometric Aggregtion vs CShareD,AI vs RSI,AI vs F-Measure,CShareD vs Output,DShareC vs CShareD
BQ,3.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.9999999999999998,0.9999999999999998,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002
CN,1117725.0,0.2991731800795242,1.0000000000000002,0.9744741611298444,0.41134672945477013,0.7274259269726033,0.8417643147708689,0.9487422267981557,0.4113467294547702,0.2991731800795244,0.29917318007952437
US,965919.0,0.24074199195909537,1.0,0.9744042527217069,0.33094646331191,0.8178669439679908,0.7056694073979639,0.9833370617914305,0.33094646331191024,0.24074199195909524,0.2407419919590952
ID,440952.0,0.7238124815529524,1.0,0.942683828693607,0.895927415959843,0.8746723491238441,0.9197423706061306,0.9194681852038193,0.8959274159598428,0.7238124815529525,0.723812481552953
JE,35.0,0.9103001878976011,0.9999999999999996,0.9103424667083942,0.9999999938795645,0.9824247337069997,0.9097715382925587,0.8619545136828444,0.9999999938795643,0.9103001878976014,0.9103001878976011
IN,374608.0,0.03998014734096066,1.0000000000000002,0.8739747622015127,0.24757786762738587,0.8311506286607598,0.5502225909296689,0.9476109474346193,0.24757786762738573,0.03998014734096082,0.039980147340960656
GB,279389.0,0.10371779325716357,1.0,0.865488135439389,0.2686154012826196,0.9182515703318029,0.3613898696494513,0.98757110931443,0.2686154012826197,0.10371779325716347,0.10371779325716345
SJ,54.0,0.8523212564649054,1.0000000000000002,0.8523749388899836,0.9999999944920246,0.9943471376233863,0.8406830990712413,0.7090308641410157,0.9999999944920248,0.8523212564649054,0.8523212564649054
VA,68.0,0.8398857600439756,1.0000000000000002,0.8399236573266491,0.9999999953602209,0.9861476837881062,0.7646658355297212,0.81335835202273,0.9999999953602214,0.8398857600439754,0.8398857600439757
PF,207.0,0.8373031275889035,0.9999999999999997,0.8376190941687873,0.9999996772308452,0.9631066083223818,0.795362995093666,0.8131688302608184,0.9999996772308448,0.8373031275889032,0.8373031275889028
