,Output,AI vs DShareC,AI vs CShareD,F-Measure vs DShareC,F-Measure vs CShareD,Geometric Aggregtion vs DShareC,Geometric Aggregtion vs CShareD,AI vs RSI,AI vs F-Measure,DShareC vs CShareD
GU,170.0,0.3577977767340535,1.0,0.3577977767340535,1.0,0.9939667624282162,0.40150375939849625,1.0,1.0,0.3577977767340535
PS,2681.0,0.32569793718603557,1.0,0.3534169105635705,0.9976923076923077,0.9897983410228103,0.3976923076923077,1.0,0.9976923076923077,0.32569793718603557
AM,3505.0,0.2341880341880342,1.0,0.3531623931623932,0.9822222222222222,0.9924786324786324,0.29094017094017094,1.0,0.9822222222222222,0.2341880341880342
SV,958.0,0.34931670480230126,1.0,0.3523977782735454,0.9992307692307693,0.9936461944762264,0.42153846153846153,1.0,0.9992307692307693,0.34931670480230126
PG,410.0,0.35087198625354915,1.0,0.35087198625354915,1.0,0.9955434291720221,0.39723320158102765,1.0,1.0,0.35087198625354915
TG,847.0,0.3148576760526166,1.0,0.3437260448838467,0.9984615384615385,0.9992304731449789,0.3223076923076923,1.0,0.9984615384615385,0.3148576760526166
GY,380.0,0.3423529847583594,1.0,0.3423529847583594,1.0,0.9953739150536499,0.3953846153846154,1.0,1.0,0.3423529847583594
MS,21.0,0.3410049906815511,1.0,0.3410049906815511,1.0,0.9530652303663865,0.5333333333333333,1.0,1.0,0.3410049906815511
BA,3419.0,0.28180576203433694,1.0,0.33960330303409775,0.9911111111111112,0.9972640802088913,0.3182905982905983,1.0,0.9911111111111112,0.28180576203433694
BJ,1689.0,0.3021904398993191,1.0,0.32991119372926797,0.997948717948718,0.9972626748206295,0.3435897435897436,1.0,0.997948717948718,0.3021904398993191
LA,764.0,0.3278479264246456,1.0,0.3278479264246456,1.0,0.9941748312814306,0.39008547008547007,1.0,1.0,0.3278479264246456
AS,112.0,0.3236591920254554,1.0,0.3236591920254554,1.0,0.9931081191208418,0.3791208791208791,1.0,1.0,0.3236591920254554
SR,91.0,0.3155574123138956,1.0,0.3155574123138956,1.0,0.9864275014851697,0.42401960784313725,1.0,1.0,0.3155574123138956
KY,104.0,0.30486665000455626,1.0,0.30486665000455626,1.0,0.980820984645806,0.4485294117647059,1.0,1.0,0.30486665000455626
YE,3658.0,0.2218803418803419,1.0,0.29777777777777775,0.9883760683760684,0.9945299145299146,0.27658119658119656,1.0,0.9883760683760684,0.2218803418803419
DJ,73.0,0.2953658803442565,1.0,0.2953658803442565,1.0,0.9673232581274399,0.45,1.0,1.0,0.2953658803442565
BG,11322.0,-0.09538461538461539,1.0,0.292991452991453,0.8420512820512821,0.9904273504273504,0.014017094017094018,1.0,0.8420512820512821,-0.09538461538461539
PW,48.0,0.29035032892855656,1.0,0.29035032892855656,1.0,0.9862693712811286,0.35454545454545455,1.0,1.0,0.29035032892855656
TC,53.0,0.2663164174728503,1.0,0.2663164174728503,1.0,0.978557999086287,0.45454545454545453,1.0,1.0,0.2663164174728503
SC,123.0,0.26554091304874267,1.0,0.26554091304874267,1.0,0.9766504768063925,0.389010989010989,1.0,1.0,0.26554091304874267
CY,7287.0,-0.019487179487179488,1.0,0.25606837606837607,0.9124786324786325,0.9904273504273504,0.028376068376068375,1.0,0.9124786324786325,-0.019487179487179488
IS,2554.0,0.20280438942519635,1.0,0.2513680037563564,0.9958974358974358,0.992818115516602,0.25811965811965815,1.0,0.9958974358974358,0.20280438942519635
MT,1590.0,0.20785225558485693,1.0,0.24942270670182834,0.9953846153846154,0.9976908268073134,0.23923076923076922,1.0,0.9953846153846154,0.20785225558485693
RS,12775.0,-0.2896221618666889,1.0,0.24858950611225833,0.747008547008547,0.9926483304592654,-0.21504273504273505,1.0,0.747008547008547,-0.2896221618666889
OM,5392.0,0.13230769230769232,1.0,0.22393162393162394,0.9883760683760684,0.9924786324786324,0.19726495726495727,1.0,0.9883760683760684,0.13230769230769232
BM,70.0,0.2199397113613646,1.0,0.2199397113613646,1.0,0.9494580497501162,0.4647058823529412,1.0,1.0,0.2199397113613646
FM,21.0,0.2182178902359924,1.0,0.2182178902359924,1.0,0.8728715609439696,0.5476190476190477,1.0,1.0,0.2182178902359924
MN,2803.0,0.13269494620063438,1.0,0.2099863323896637,0.9931623931623932,0.9982900720609581,0.1535042735042735,1.0,0.9931623931623932,0.13269494620063438
VU,54.0,0.20925553466486563,1.0,0.20925553466486563,1.0,0.9847319278346618,0.2606060606060606,1.0,1.0,0.20925553466486563
SM,71.0,0.1665801026343634,1.0,0.1665801026343634,1.0,0.9858061297690313,0.28431372549019607,1.0,1.0,0.1665801026343634
AF,1841.0,0.13267225360599208,1.0,0.16002735744227908,0.9972649572649572,0.9919644528633582,0.21982905982905984,1.0,0.9972649572649572,0.13267225360599208
SD,3259.0,0.0574555437157386,1.0,0.14158687558521296,0.9911111111111112,0.9716142839072223,0.24444444444444444,1.0,0.9911111111111112,0.0574555437157386
CF,171.0,0.13994204798266363,1.0,0.13994204798266363,1.0,0.9939667624282162,0.21503759398496242,1.0,1.0,0.13994204798266363
ER,82.0,0.11958710327128592,1.0,0.11958710327128592,1.0,0.9755790003710167,0.30350877192982456,1.0,1.0,0.11958710327128592
MP,17.0,0.0545544725589981,1.0,0.0545544725589981,1.0,0.8728715609439696,0.40476190476190477,1.0,1.0,0.0545544725589981
GQ,20.0,0.05222329678670935,1.0,0.05222329678670935,1.0,0.7833494518006403,0.5636363636363636,1.0,1.0,0.05222329678670935
VG,89.0,0.04891617404404883,1.0,0.04891617404404883,1.0,0.9683590750571888,0.21228070175438596,1.0,1.0,0.04891617404404883
LY,2337.0,-0.08036936174522959,1.0,-0.012995896792845634,0.9897435897435898,0.992818115516602,-0.0044444444444444444,1.0,0.9897435897435898,-0.08036936174522959
BT,286.0,-0.0646296346934675,1.0,-0.0646296346934675,1.0,0.9938049211710885,0.0029644268774703555,1.0,1.0,-0.0646296346934675
SB,21.0,-0.135032869438565,1.0,-0.135032869438565,1.0,0.9697815168769667,0.023809523809523808,1.0,1.0,-0.135032869438565
KI,14.0,-0.25103950552320115,1.0,-0.25103950552320115,1.0,0.7302967433402214,0.38333333333333336,1.0,1.0,-0.25103950552320115
TV,5.0,-0.2581988897471611,1.0,-0.2581988897471611,1.0,0.7745966692414834,0.4,1.0,1.0,-0.2581988897471611
AD,36.0,-0.27556647769493176,1.0,-0.27556647769493176,1.0,0.9770084209183943,-0.08391608391608392,1.0,1.0,-0.27556647769493176
NU,9.0,-0.4472135954999579,1.0,-0.4472135954999579,1.0,0.8944271909999159,-0.1,1.0,1.0,-0.4472135954999579
AX,7.0,-0.6546536707079772,1.0,-0.6546536707079772,1.0,0.6546536707079772,0.14285714285714285,1.0,1.0,-0.6546536707079772
KM,,,,,,,,,,
YT,15.0,,,,,,,,,
SH,,,,,,,,,,
AQ,1.0,,,,,,,,,
BV,,,,,,,,,,
HM,,,,,,,,,,
IO,,,,,,,,,,
CX,,,,,,,,,,
CC,,,,,,,,,,
GG,,,,,,,,,,
AI,,,,,,,,,,
BL,,,,,,,,,,
MF,24.0,,,,,,,,,
PM,,,,,,,,,,
CK,,,,,,,,,,
MH,,,,,,,,,,
NR,,,,,,,,,,
NF,,,,,,,,,,
PN,,,,,,,,,,
TK,,,,,,,,,,
WF,,,,,,,,,,
GS,,,,,,,,,,
