,Output,AI vs DShareC,AI vs CShareD,F-Measure vs DShareC,F-Measure vs CShareD,Geometric Aggregtion vs DShareC,Geometric Aggregtion vs CShareD,AI vs RSI,AI vs F-Measure,CShareD vs Output,DShareC vs CShareD
Veterinary,8718.0,1.0000000000000002,0.15508823151542028,0.8090744578208915,0.4103780706283762,0.40802457620557614,0.8917259152792327,0.9277561627286813,0.8090744578208914,1.0000000000000002,0.15508823151542037
Chemical Engineering,19978.0,1.0000000000000002,0.36745588559562303,0.7710478318223692,0.5867885318615756,0.6163305719089578,0.8665672110022469,0.9485029716511983,0.7710478318223694,1.0,0.36745588559562314
"Pharmacology, Toxicology and Pharmaceutics",23050.0,1.0000000000000004,0.18550483622901806,0.6806676831285238,0.5370319731493037,0.43502490744869315,0.8994808807611638,0.9498119616896631,0.6806676831285237,1.0,0.18550483622901814
Neuroscience,93672.0,1.0000000000000002,0.35912174547208486,0.6768253459635308,0.7475884844052777,0.7206265442330784,0.8508404522386822,0.9653469766098737,0.6768253459635315,1.0000000000000004,0.3591217454720849
Dentistry,34465.0,0.9999999999999999,0.23537338906882574,0.6188169984471992,0.6786296611958766,0.576609371283002,0.8701699428484266,0.8924507738485195,0.6188169984471995,1.0000000000000007,0.23537338906882582
Chemistry,89953.0,1.0000000000000002,0.2972136788832787,0.5985738074302123,0.7305370943609591,0.6489426693694005,0.8462768127110836,0.9514771793853033,0.5985738074302117,1.0000000000000004,0.2972136788832791
Nursing,34123.0,0.9999999999999997,-0.0023604503673909476,0.576296814765363,0.4589302573663364,0.3859868556751997,0.8509855783016531,0.8871233903066968,0.5762968147653634,0.9999999999999999,-0.0023604503673910014
Energy,66726.0,0.9999999999999999,0.2417042452468913,0.561983275413787,0.6968529478831456,0.57895033323817,0.8383106716512099,0.9414313547139699,0.561983275413787,1.0000000000000009,0.2417042452468913
Materials Science,204484.0,1.0,0.3037180949582635,0.5118451200557678,0.8508451211731459,0.7492620385636494,0.7782947540665907,0.9480538248428863,0.5118451200557672,1.0000000000000007,0.3037180949582635
"Biochemistry, Genetics and Molecular Biology",311128.0,1.0000000000000002,0.32317885243027333,0.4532753730896112,0.9039799002518641,0.7044565235635193,0.8388421698198851,0.970013662391071,0.45327537308961147,1.0000000000000007,0.3231788524302732
"Business, Management and Accounting",243578.0,1.0,0.39045217741751453,0.4498194223896515,0.9622221332300378,0.7191459754140408,0.8506854009660286,0.9411549139728276,0.44981942238965145,0.9999999999999997,0.3904521774175138
Earth and Planetary Sciences,106004.0,0.9999999999999998,0.24160387909552666,0.44190421142608577,0.7856044134935984,0.614106102146884,0.8389598483664403,0.920327518831157,0.44190421142608544,0.9999999999999994,0.24160387909552655
Arts and Humanities,243116.0,1.0000000000000004,0.24397121416634485,0.4219625153660886,0.8852958854324628,0.7655695997580438,0.7702080495107423,0.959805343094155,0.421962515366089,1.0000000000000004,0.24397121416634426
Physics and Astronomy,140076.0,1.0000000000000002,0.16357056033132236,0.4061371517403511,0.7640961971136474,0.6825310428716856,0.7690123110097915,0.8956422925579746,0.40613715174035053,0.9999999999999993,0.1635705603313228
Social Sciences,961779.0,1.0,0.3613859745909266,0.4033559213905263,0.9866965190850044,0.8834360297152434,0.6918850320883897,0.9584578123452308,0.40335592139052534,0.9999999999999996,0.36138597459092686
Engineering,1122557.0,1.0000000000000002,0.3178414610370242,0.3520483761766264,0.9862008724063211,0.8519457388820133,0.6921895546057437,0.9751801471992295,0.3520483761766266,0.9999999999999992,0.3178414610370242
Decision Sciences,67877.0,1.0,0.036680315453754074,0.32218880392760707,0.6859276612614449,0.36475912617134215,0.8852998727236858,0.975343922409012,0.32218880392760696,1.0,0.036680315453754254
Psychology,210696.0,0.9999999999999999,0.09500372144178891,0.2922926750064539,0.8296743913842045,0.5471068446072862,0.8115644925926732,0.972434535704233,0.29229267500645495,0.9999999999999992,0.09500372144178831
Health Professions,188332.0,1.0000000000000002,0.15167153728045005,0.2879239452710178,0.8612196002536744,0.59096397158361,0.8267383218331029,0.9594365767665294,0.287923945271017,1.0000000000000002,0.1516715372804504
Mathematics,75569.0,1.0000000000000002,-0.01587357679805755,0.2840133612946074,0.6657850612273647,0.4768866147715307,0.8085610788385376,0.9318161213284439,0.2840133612946076,0.9999999999999997,-0.01587357679805761
Computer Science,499552.0,1.0000000000000002,0.20652995137122263,0.25782758192128435,0.9451902844249831,0.6780465509254088,0.800411821660565,0.9722047540162261,0.25782758192128447,0.9999999999999998,0.20652995137122246
Immunology and Microbiology,59547.0,0.9999999999999996,0.04905972757293724,0.21589577828040815,0.6652021675305405,0.33647554938738533,0.8789588506541974,0.9102390999158745,0.21589577828040907,0.9999999999999993,0.049059727572936966
Medicine,1340989.0,1.0,0.16803949526848735,0.2156933700430172,0.982637884296117,0.7934175411357852,0.6744181005972176,0.9739011277014994,0.21569337004301678,0.9999999999999999,0.1680394952684877
Agricultural and Biological Sciences,323625.0,0.9999999999999997,0.003056678406488425,0.0899667595539826,0.9033593828177391,0.6445956043852624,0.7124252707987989,0.9512004335873916,0.08996675955398292,0.9999999999999993,0.003056678406488118
Environmental Science,343500.0,0.9999999999999998,-0.054610020777906436,-0.022768850739972157,0.8918957402382832,0.41087421394208123,0.8118417708499601,0.9844707986218759,-0.022768850739973083,0.9999999999999998,-0.054610020777905874
"Economics, Econometrics and Finance",204119.0,0.9999999999999997,-0.11334047357931691,-0.034459116736113356,0.8394318301269444,0.5616006901637078,0.7059018406665817,0.9618189885045669,-0.034459116736113626,0.9999999999999993,-0.11334047357931672
