Unit Name;Medicine;Social Sciences;Agricultural and Biological Sciences;Engineering;Environmental Science;Computer Science;Biochemistry, Genetics and Molecular Biology;Psychology;Arts and Humanities;Health Professions;Materials Science;Business, Management and Accounting;Economics, Econometrics and Finance;Physics and Astronomy;Earth and Planetary Sciences;Neuroscience;Chemistry;Immunology and Microbiology;Energy;Mathematics;Nursing;Decision Sciences;Dentistry;Pharmacology, Toxicology and Pharmaceutics;Chemical Engineering;Veterinary
1980_CU;0.0011059660148013395;0.0002978529764613412;0.0016110634194527087;0.00011016304130112567;0.0004924029262802476;0.00020096463022508038;0.00038891049502750154;0.0003035477139062796;0.00021794801939737372;0.0011865120373559918;3.494914898822214e-05;0.000519249313849121;0.0002241398632746834;0.00019122896481387047;0.00036613272311212814;0.00015597379640220442;0.0002784241194837221;0.0008965685874969435;0.0005522827687776141;0.00019192630030068453;0.0016816143497757848;0.00014005602240896358;0.0009433962264150943;0.0012059089538739825;0.0;0.002818489289740699
1981_CU;0.0014021721103444117;0.0007761512910817713;0.0032360052073647015;0.0003848639197202372;0.0004990642545227698;0.0014007782101167316;0.0007862534309240622;0.0007079250344647714;0.0004100489325059457;0.0025626530996796684;0.0004376072979432457;0.001557170398932226;0.000731528895391368;0.00017729797880304164;0.00017635906706053525;9.84348853233586e-05;0.00035232633247861574;0.0013199142055766375;0.0013993353157250306;0.0007755444968655077;0.0009009009009009009;0.0005574136008918618;0.002411817907747965;0.00030427506465845124;0.00020721094073767094;0.002551020408163265
1982_CU;0.0013837729233557232;0.0007137440335459696;0.002859004053271569;0.000317915924862842;0.000956913701493289;0.0004756677643615075;0.0006347716891826624;0.0005596806089325025;0.0005667197647347138;0.001568627450980392;0.000510013260344769;0.0014388489208633094;0.0007474679523115446;0.00026586498149170707;0.000128915817970865;0.000192474256568184;0.00039397222495814047;0.0010116731517509727;0.0013217522658610272;0.0004348366256677848;0.001627941394109812;0.0005312084993359894;0.0011564035848511131;0.0010184781027207915;0.0005933544303797469;0.0003534817956875221
1983_CU;0.0009397968916568479;0.0008218122672601977;0.0033730405297448915;0.0004916912874914607;0.0007688057083823848;0.0011440107671601616;0.0005320455103544242;0.0005444448477369242;0.0004673852715216312;0.0022017827337618523;0.00032403356987783936;0.0020722525385093596;0.00048503325942350335;9.487666034155598e-05;0.0005490792363574928;0.00014025245441795232;0.00045466600992687454;0.0007501312729727703;0.0034522439585730723;0.000598157674362962;0.0009749303621169916;0.00025743338911056766;0.0016203078584931137;0.00014742739200943535;0.0008032128514056225;0.0007301935012778386
1984_CU;0.0006048305802341367;0.0007453517896633631;0.0030119983450558542;0.00038737944484518183;0.0006203331418724871;0.0009941951829639845;0.0005871760745322164;0.0003858295334970186;0.0006027643051389162;0.0009575826358348702;0.0004665920119447555;0.0013579049466537342;0.0004948371985616732;9.14377674554698e-05;0.0006999533364442371;0.0;0.0005451537709602226;0.0005011813560535548;0.0012123661345726409;0.0006998308742054004;0.00040628385698808235;0.0;0.000964785335262904;0.0;0.0007713073659853452;0.0
1985_CU;0.0004611640121269055;0.0005161720679441263;0.0031889537272951425;0.0003736324632034995;0.0007123934192657895;0.001079654510556622;0.0006189267809618123;0.00044076761375194955;0.0005881709252065437;0.0009221311475409836;0.0003734237210237555;0.0013175230566534915;0.0006034044715447155;0.00010363589256412471;0.00041240205451205337;8.323968868356433e-05;0.0004088839327200074;0.0007792207792207792;0.00145985401459854;0.0006231235484053702;0.0010435690060005217;0.00046948356807511736;0.0006714413607878246;0.00026860059092130003;0.0003693444136657433;0.0016398819285011479
1986_CU;0.0011708687846382015;0.0008635773126975903;0.00391030732571638;0.000384496769826616;0.0006618274978650726;0.0009031264111350174;0.0006877742203249141;0.0010257067760753894;0.00048599565161785394;0.0022138090349075974;0.0003378093066463981;0.00218646633402478;0.0005033159639981051;0.00018052022647082957;0.0005174261743726208;0.00016203516163007373;0.00026180458158017766;0.0009660669001328342;0.002737994945240101;0.0005535259603675413;0.0006076072426783327;0.0005431240495329133;0.000423908435777872;0.0004013377926421405;0.00017507002801120448;0.0015427337241592102
1987_CU;0.001207724838107361;0.0008337562531718988;0.0028177548856233906;0.0004397571011211894;0.0008977026971885584;0.0007425926384316444;0.0006384312831328736;0.0011562138683166151;0.0003968943020861757;0.0021021652301870925;0.0004265415478126416;0.0015184041049269596;0.00044849334267694466;0.00019729253930674437;0.0006422149279292136;0.0002690341673392521;0.00046849379245724994;0.001254490505787763;0.0021358393848782574;0.0004245383145828911;0.0011512779184895234;0.000425396150164841;0.0011096316023080338;0.00039819485001327314;0.0006852835360630461;0.0025244556642473968
1988_CU;0.000700194949014752;0.0006716192878094245;0.0026085444322068285;0.00038773716589980873;0.0007437783942427532;0.0008529472786371285;0.0004672440209064534;0.0005877167205406994;0.0003204177297810479;0.0011487167992827525;0.00043545081967213115;0.0016308376575240918;0.0004871447902571042;0.0002885045367338401;0.00027369141293191924;0.00018448142272073202;0.00034348109046207243;0.0005912389142703575;0.002802932298404485;0.0005026388539834129;0.0006723442402510085;0.00039207998431680063;0.0023952095808383233;0.00012898232942086933;0.0003363605785401951;0.0009502692429521698
1989_CU;0.00044344493364163317;0.0006687855491366297;0.0028245808799763914;0.00036479284740715195;0.0006656017039403621;0.0006489573418707277;0.0005188228946166936;0.0005903187721369539;0.000565137780590908;0.0007066177469764914;0.00041694258455350354;0.000685275709260359;0.0004367373153500321;0.0003732684491387176;0.0004379463684139604;0.0002474984973305519;0.0006457746605198486;0.0008557334138729487;0.0033326390335346803;0.00081695420250853;0.0006556660474265108;0.00018751171948246765;0.0;0.0002488181139586962;0.00083236224404861;0.001768867924528302
