,Output,AI vs DShareC,AI vs CShareD,F-Measure vs DShareC,F-Measure vs CShareD,Geometric Aggregtion vs DShareC,Geometric Aggregtion vs CShareD,AI vs RSI,AI vs F-Measure,CShareD vs Output,DShareC vs CShareD
Veterinary,8718.0,1.0,0.49600480859141705,0.8671078553258229,0.8144159181025773,0.6277438810575777,0.979708340816508,1.0,0.8671078553258229,1.0,0.49600480859141705
Chemical Engineering,19978.0,1.0,0.5800684209891463,0.755229551989493,0.9468569829688508,0.7070430796498544,0.9772654151377057,1.0,0.755229551989493,1.0,0.5800684209891463
Neuroscience,93672.0,1.0,0.6471271267128695,0.6995640551008236,0.9922740191621634,0.8641370061155188,0.9268237069486526,1.0,0.6995640551008236,1.0,0.6471271267128695
Dentistry,34465.0,1.0,0.38089322990404645,0.5967116711671168,0.9430307404123169,0.6546534653465347,0.9150966899467121,1.0,0.5967116711671168,1.0,0.38089322990404645
Physics and Astronomy,140076.0,1.0,0.5219473264259972,0.5863786378637864,0.9911610630905303,0.8418121812181218,0.8644336299803393,1.0,0.5863786378637864,1.0,0.5219473264259972
Materials Science,204484.0,1.0,0.513842008799772,0.5540354035403541,0.9964926177356956,0.831947194719472,0.8701788495298449,1.0,0.5540354035403541,1.0,0.513842008799772
Earth and Planetary Sciences,106004.0,1.0,0.48332103196007853,0.5531113111311131,0.9917550272538992,0.7878427842784278,0.8910811477198031,1.0,0.5531113111311131,1.0,0.48332103196007853
Nursing,34123.0,1.0,0.334763588937363,0.5504590459045905,0.953305691313526,0.587986798679868,0.9367187387855096,1.0,0.5504590459045905,1.0,0.334763588937363
"Biochemistry, Genetics and Molecular Biology",311128.0,1.0,0.5242411423057455,0.5445784578457846,0.9983048152652998,0.8593339333933393,0.848540490947883,1.0,0.5445784578457846,1.0,0.5242411423057455
"Pharmacology, Toxicology and Pharmaceutics",23050.0,1.0,0.3079628070644202,0.5194599459945994,0.9560768954156603,0.5289048904890489,0.9546366952267386,1.0,0.5194599459945994,1.0,0.3079628070644202
Energy,66726.0,1.0,0.35271067806982853,0.5100630063006301,0.970353412976959,0.6555175517551756,0.9110242341332352,1.0,0.5100630063006301,1.0,0.35271067806982853
Chemistry,89953.0,1.0,0.4408893158094812,0.5047224722472248,0.9921929855346643,0.7234083408340835,0.9066998713913488,1.0,0.5047224722472248,1.0,0.4408893158094812
Mathematics,75569.0,1.0,0.34724401660258547,0.44646864686468646,0.9884336006836587,0.6960576057605761,0.8737177200368025,1.0,0.44646864686468646,1.0,0.34724401660258547
Engineering,1122557.0,1.0,0.4366182815457038,0.44561656165616564,0.999549952312939,0.8921092109210921,0.7504755504218547,1.0,0.44561656165616564,1.0,0.4366182815457038
Immunology and Microbiology,59547.0,1.0,0.30407479311702373,0.4156975697569757,0.9778003140536315,0.6214341434143414,0.9079818660060209,1.0,0.4156975697569757,1.0,0.30407479311702373
Medicine,1340989.0,1.0,0.3741205344167286,0.3788178817881788,0.9998649860980678,0.8613381338133813,0.7240645786548601,1.0,0.3788178817881788,1.0,0.3741205344167286
Arts and Humanities,243116.0,1.0,0.25215948539412153,0.3083108310831083,0.9956105215871797,0.8258145814581458,0.6882690213512053,1.0,0.3083108310831083,1.0,0.25215948539412153
Decision Sciences,67877.0,1.0,0.20581493075944768,0.30653465346534653,0.9893362955883844,0.5242244224422442,0.9141322628077506,1.0,0.30653465346534653,1.0,0.20581493075944768
Psychology,210696.0,1.0,0.2508865939834787,0.3033063306330633,0.996567636187376,0.6103810381038104,0.8820634987467459,1.0,0.3033063306330633,1.0,0.2508865939834787
Computer Science,499552.0,1.0,0.29090396310950944,0.3020702070207021,0.9996849675561572,0.7762616261626163,0.785888946565033,1.0,0.3020702070207021,1.0,0.29090396310950944
Health Professions,188332.0,1.0,0.17376641924356795,0.2368916891689169,0.993111269812478,0.684080408040804,0.7960263788104839,1.0,0.2368916891689169,1.0,0.17376641924356795
Agricultural and Biological Sciences,323625.0,1.0,0.10880986027917772,0.14939093909390938,0.9980407864861521,0.7426462646264627,0.6712451657502553,1.0,0.14939093909390938,1.0,0.10880986027917772
Environmental Science,343500.0,1.0,0.10885753890108316,0.12482448244824483,0.999459942771926,0.5427422742274227,0.8419072421828273,1.0,0.12482448244824483,1.0,0.10885753890108316
Social Sciences,961779.0,1.0,0.05752792537657268,0.07203120312031203,0.9994929477781193,0.9005940594059406,0.41455869954791913,1.0,0.07203120312031203,1.0,0.05752792537657268
"Economics, Econometrics and Finance",204119.0,1.0,-0.07927416523937642,-0.035199519951995197,0.9977167648312677,0.6645904590459046,0.5996717661946168,1.0,-0.035199519951995197,1.0,-0.07927416523937642
"Business, Management and Accounting",243578.0,1.0,-0.1224980872938214,-0.07021902190219022,0.996702620913547,0.5914071407140714,0.631176585378334,1.0,-0.07021902190219022,1.0,-0.1224980872938214
