,Output,AI vs DShareC,AI vs CShareD,F-Measure vs DShareC,F-Measure vs CShareD,Geometric Aggregtion vs DShareC,Geometric Aggregtion vs CShareD,AI vs RSI,AI vs F-Measure,CShareD vs Output,DShareC vs CShareD
Chemistry,89953.0,0.9999999999999993,0.24727123635269535,0.4674829327188867,0.7320938196344425,0.6678471545756467,0.7819912168586898,0.9256265375641842,0.4674829327188867,0.9999999999999992,0.2472712363526955
Materials Science,204484.0,0.9999999999999997,0.2550178391753083,0.43156748630995123,0.8425754417797836,0.7962910924592963,0.6720567400845383,0.9281655259040611,0.4315674863099519,1.0000000000000007,0.25501783917530846
Neuroscience,93672.0,1.0,0.24546611129823254,0.4296985338979228,0.7510088020725872,0.6715573123958442,0.7869797314067496,0.9396097440524787,0.4296985338979228,0.9999999999999992,0.24546611129823268
Chemical Engineering,19978.0,1.0,0.21189336675123946,0.3811177863242434,0.576021853955569,0.4570213692644064,0.8349370740419848,0.91043075326556,0.38111778632424365,1.0000000000000002,0.2118933667512397
Engineering,1122557.0,0.9999999999999993,0.2920757030227843,0.34736449481971665,0.9838073332782542,0.9182809767540846,0.5382308115000703,0.9583351413694909,0.34736449481971693,0.9999999999999999,0.2920757030227844
Energy,66726.0,1.000000000000001,0.13244402002620234,0.2746353555677122,0.6814468364779376,0.5475669634202468,0.7548901647523224,0.8349882807181753,0.2746353555677124,0.9999999999999986,0.13244402002620229
Dentistry,34465.0,1.0000000000000013,0.057422342736080476,0.265304750533489,0.7049913907692085,0.5338631071775658,0.7882015170744422,0.7635339201076431,0.26530475053348884,0.9999999999999998,0.0574223427360805
Physics and Astronomy,140076.0,0.9999999999999994,0.12339631844331947,0.25841826860958955,0.7763027635270643,0.6895171694114557,0.6721009978134601,0.7489563978266621,0.25841826860958994,0.9999999999999993,0.12339631844331937
"Business, Management and Accounting",243578.0,1.0000000000000007,0.22515492576034052,0.25554128228361933,0.958688924187114,0.7565851342900655,0.6731040340724687,0.9153929848676856,0.2555412822836193,1.0000000000000009,0.22515492576034093
"Biochemistry, Genetics and Molecular Biology",311128.0,0.9999999999999994,0.16499379816232354,0.22534117785440305,0.8962333644099113,0.6954828955243625,0.7170854745014792,0.9239064891612256,0.2253411778544028,1.0000000000000007,0.16499379816232343
Computer Science,499552.0,0.9999999999999994,0.1629828872913009,0.21417911651547783,0.9418118055695438,0.7884773646485689,0.626109862405708,0.915820181331817,0.21417911651547752,1.0000000000000002,0.16298288729130075
Mathematics,75569.0,0.9999999999999994,0.019580484250927208,0.20446267577295532,0.6913935622504702,0.570418852037736,0.7364173857493648,0.8776518894179018,0.20446267577295532,1.0,0.019580484250927226
Arts and Humanities,243116.0,0.9999999999999994,0.09767014385386746,0.16799972378623088,0.8975548556560434,0.7690432163959139,0.614059302507819,0.8822750761460477,0.16799972378623068,1.0000000000000002,0.09767014385386746
Social Sciences,961779.0,0.9999999999999998,0.13486494512731398,0.1469709262846262,0.9868713058270244,0.888101336291834,0.47277574353394247,0.9370091647249945,0.14697092628462646,1.0000000000000004,0.13486494512731417
"Pharmacology, Toxicology and Pharmaceutics",23050.0,1.0000000000000007,0.03183454494286871,0.13084454421861705,0.5662863753483044,0.30281946600255916,0.8590707712733923,0.800170979532024,0.1308445442186168,1.0000000000000007,0.03183454494286875
Decision Sciences,67877.0,1.0000000000000002,0.002959356452694497,0.09411913777297642,0.7023188483232966,0.43285503038715006,0.7990751263023467,0.8377573262180951,0.09411913777297624,0.9999999999999997,0.0029593564526946003
Psychology,210696.0,0.9999999999999999,0.02595678593823111,0.08989611068876263,0.833548367905085,0.6065011155995604,0.6911042225576984,0.9174178063579093,0.08989611068876276,1.0,0.025956785938231048
Veterinary,8718.0,1.0,-0.03878945300970001,0.0549133801890889,0.47069990084239244,0.19022311532449673,0.8700669458752608,0.6873062347545417,0.054913380189088895,1.0000000000000002,-0.0387894530097
"Economics, Econometrics and Finance",204119.0,0.9999999999999999,-0.055534644407172484,-0.01494211462047487,0.8395096847200716,0.6807641259810752,0.5726644341770915,0.8390966390092875,-0.014942114620474832,1.0,-0.055534644407172505
Medicine,1340989.0,0.9999999999999998,-0.013402651481463473,-0.01649680253210505,0.9814994703472103,0.8544198806210801,0.41214267982648434,0.9243316280718095,-0.016496802532104966,1.0000000000000007,-0.013402651481463511
Earth and Planetary Sciences,106004.0,0.9999999999999999,-0.016386706105119015,-0.055254509685111385,0.7764408737318604,0.6717999212510708,0.5987221943160969,0.6591595523033957,-0.05525450968511137,1.0000000000000007,-0.016386706105118994
Agricultural and Biological Sciences,323625.0,0.9999999999999996,-0.06795932232621345,-0.06458871397612831,0.9049890630657925,0.775569300361446,0.4767926146697472,0.8875944051967527,-0.06458871397612831,1.0000000000000007,-0.06795932232621345
