,Documents
1980,1
1981,4
1982,4
1983,1
1984,4
1985,2
1986,
1987,2
1988,4
1989,5
1990,3
1991,2
1992,6
1993,6
1994,2
1995,4
1996,6
1997,8
1998,3
1999,6
2000,6
2001,7
2002,6
2003,8
2004,13
2005,9
2006,11
2007,12
2008,10
2009,10
2010,10
2011,18
2012,23
2013,29
2014,25
2015,51
2016,67
2017,85
2018,89
2019,91
2020,81
2021,109
2022,86
2023,129
2024,91
