,Medicine,Social Sciences,Agricultural and Biological Sciences,Engineering,Environmental Science,Computer Science,"Biochemistry, Genetics and Molecular Biology",Psychology,Arts and Humanities,Health Professions,Materials Science,"Business, Management and Accounting","Economics, Econometrics and Finance",Physics and Astronomy,Earth and Planetary Sciences,Neuroscience,Chemistry,Immunology and Microbiology,Energy,Mathematics,Nursing,Decision Sciences,Dentistry,"Pharmacology, Toxicology and Pharmaceutics",Chemical Engineering,Veterinary
1980,10,11,6,4,9,,3,1,1.0,1.0,,1.0,1,2.0,2,,2.0,,,,1.0,,,,,
1981,16,11,10,1,5,1.0,7,2,1.0,1.0,2.0,,2,1.0,1,1.0,,2.0,,,,,,,,
1982,12,14,11,5,12,4.0,4,4,3.0,,4.0,,4,1.0,2,1.0,2.0,,,3.0,,,,1.0,,
1983,12,13,3,3,11,2.0,2,2,1.0,1.0,,,1,1.0,4,,1.0,2.0,,2.0,,,,,,
1984,14,17,6,3,13,2.0,4,1,3.0,3.0,,2.0,2,1.0,4,,,2.0,,1.0,1.0,,,,,
1985,20,20,11,1,11,1.0,5,1,2.0,1.0,,2.0,2,3.0,6,2.0,,1.0,,2.0,3.0,1.0,,,,
1986,16,23,9,2,12,,3,2,3.0,,1.0,,1,,1,2.0,,2.0,,2.0,1.0,1.0,,2.0,,
1987,35,18,19,3,16,2.0,5,5,5.0,3.0,1.0,,6,2.0,7,2.0,,7.0,,,2.0,,,2.0,,
1988,56,31,22,4,10,1.0,2,3,1.0,3.0,,1.0,2,,6,1.0,3.0,8.0,,2.0,1.0,,,2.0,,5.0
1989,68,28,13,8,10,4.0,9,4,,11.0,,1.0,3,1.0,5,4.0,2.0,7.0,,3.0,5.0,1.0,1.0,2.0,,7.0
1990,70,35,22,9,20,3.0,13,6,7.0,8.0,2.0,1.0,4,1.0,5,1.0,1.0,12.0,1.0,4.0,3.0,1.0,,1.0,1.0,2.0
1991,70,26,25,2,21,3.0,10,4,,15.0,1.0,2.0,7,2.0,7,,5.0,15.0,,,4.0,1.0,,,1.0,1.0
