,Documents
1980,45
1981,39
1982,47
1983,42
1984,48
1985,58
1986,60
1987,76
1988,101
1989,86
1990,147
1991,148
1992,174
1993,198
1994,240
1995,231
1996,263
1997,317
1998,305
1999,303
2000,568
2001,650
2002,719
2003,770
2004,817
2005,879
2006,993
2007,959
2008,1101
2009,1253
2010,1521
2011,1642
2012,1820
2013,1949
2014,2385
2015,2303
2016,2317
2017,2555
2018,2759
2019,3042
2020,3742
2021,4299
2022,4517
2023,5270
2024,5890
