,Documents
1980,3.0
1981,
1982,1.0
1983,
1984,
1985,2.0
1986,
1987,2.0
1988,6.0
1989,7.0
1990,2.0
1991,1.0
1992,5.0
1993,2.0
1994,3.0
1995,1.0
1996,4.0
1997,2.0
1998,1.0
1999,3.0
2000,5.0
2001,6.0
2002,6.0
2003,15.0
2004,10.0
2005,11.0
2006,11.0
2007,20.0
2008,14.0
2009,16.0
2010,23.0
2011,11.0
2012,11.0
2013,13.0
2014,23.0
2015,19.0
2016,19.0
2017,25.0
2018,28.0
2019,15.0
2020,34.0
2021,17.0
2022,23.0
2023,26.0
2024,21.0
