,Documents
1980,10
1981,15
1982,10
1983,3
1984,6
1985,8
1986,6
1987,9
1988,7
1989,14
1990,13
1991,8
1992,10
1993,16
1994,16
1995,16
1996,20
1997,16
1998,24
1999,22
2000,15
2001,30
2002,31
2003,16
2004,15
2005,18
2006,19
2007,29
2008,24
2009,29
2010,15
2011,23
2012,26
2013,22
2014,27
2015,26
2016,33
2017,33
2018,37
2019,38
2020,16
2021,26
2022,20
2023,19
2024,19
