,Documents
1980,8
1981,13
1982,1
1983,16
1984,13
1985,14
1986,13
1987,6
1988,11
1989,13
1990,15
1991,19
1992,12
1993,7
1994,10
1995,3
1996,5
1997,9
1998,5
1999,4
2000,19
2001,26
2002,30
2003,15
2004,24
2005,32
2006,27
2007,26
2008,40
2009,36
2010,44
2011,40
2012,35
2013,47
2014,58
2015,68
2016,89
2017,95
2018,103
2019,111
2020,111
2021,149
2022,172
2023,174
2024,208
