,Documents
1980,9
1981,4
1982,6
1983,2
1984,7
1985,6
1986,6
1987,8
1988,9
1989,7
1990,8
1991,3
1992,5
1993,4
1994,4
1995,4
1996,8
1997,9
1998,8
1999,6
2000,13
2001,29
2002,34
2003,34
2004,52
2005,51
2006,42
2007,63
2008,48
2009,76
2010,92
2011,112
2012,115
2013,137
2014,162
2015,147
2016,226
2017,238
2018,461
2019,623
2020,906
2021,1048
2022,1171
2023,1391
2024,1841
