,Documents
1980,10
1981,18
1982,25
1983,28
1984,16
1985,15
1986,19
1987,33
1988,23
1989,42
1990,29
1991,45
1992,40
1993,58
1994,47
1995,48
1996,72
1997,98
1998,75
1999,99
2000,174
2001,215
2002,243
2003,292
2004,311
2005,345
2006,410
2007,478
2008,489
2009,613
2010,610
2011,732
2012,818
2013,1001
2014,946
2015,1071
2016,1146
2017,1325
2018,1473
2019,1621
2020,1881
2021,2037
2022,2075
2023,2114
2024,1689
