,Documents
1980,50
1981,55
1982,44
1983,46
1984,54
1985,75
1986,51
1987,77
1988,70
1989,69
1990,70
1991,73
1992,71
1993,46
1994,47
1995,58
1996,46
1997,39
1998,56
1999,51
2000,77
2001,70
2002,71
2003,74
2004,86
2005,113
2006,172
2007,195
2008,295
2009,269
2010,364
2011,249
2012,362
2013,518
2014,639
2015,670
2016,684
2017,828
2018,950
2019,1113
2020,1542
2021,1960
2022,1811
2023,2027
2024,2337
