,Documents
1980,1.0
1981,
1982,
1983,
1984,
1985,2.0
1986,4.0
1987,2.0
1988,1.0
1989,2.0
1990,3.0
1991,4.0
1992,4.0
1993,14.0
1994,10.0
1995,8.0
1996,8.0
1997,11.0
1998,11.0
1999,12.0
2000,10.0
2001,13.0
2002,15.0
2003,11.0
2004,15.0
2005,16.0
2006,24.0
2007,28.0
2008,34.0
2009,41.0
2010,56.0
2011,39.0
2012,68.0
2013,84.0
2014,165.0
2015,190.0
2016,214.0
2017,201.0
2018,247.0
2019,279.0
2020,359.0
2021,383.0
2022,449.0
2023,547.0
2024,627.0
