,Documents
1980,135
1981,142
1982,138
1983,184
1984,169
1985,165
1986,159
1987,187
1988,236
1989,250
1990,294
1991,324
1992,299
1993,295
1994,355
1995,394
1996,417
1997,416
1998,468
1999,484
2000,534
2001,573
2002,669
2003,633
2004,655
2005,702
2006,764
2007,808
2008,907
2009,822
2010,1007
2011,1042
2012,1269
2013,1385
2014,1347
2015,1350
2016,1557
2017,1534
2018,1675
2019,1844
2020,1923
2021,2404
2022,2747
2023,3290
2024,3505
