,Documents
1980,1
1981,5
1982,4
1983,9
1984,2
1985,5
1986,6
1987,9
1988,6
1989,5
1990,7
1991,6
1992,3
1993,7
1994,12
1995,8
1996,7
1997,14
1998,10
1999,10
2000,13
2001,10
2002,13
2003,7
2004,13
2005,19
2006,14
2007,19
2008,18
2009,25
2010,38
2011,39
2012,35
2013,43
2014,36
2015,59
2016,121
2017,125
2018,113
2019,168
2020,141
2021,190
2022,218
2023,293
2024,380
