,Documents
1980,2671
1981,2915
1982,3026
1983,3142
1984,3343
1985,3534
1986,3732
1987,4200
1988,4788
1989,4767
1990,5540
1991,5839
1992,6147
1993,6562
1994,7178
1995,7116
1996,7703
1997,8353
1998,8768
1999,9033
2000,9729
2001,10088
2002,11633
2003,11874
2004,12758
2005,13433
2006,15215
2007,16523
2008,18747
2009,21230
2010,22342
2011,30182
2012,32782
2013,34742
2014,36925
2015,38784
2016,39969
2017,40433
2018,40459
2019,40913
2020,41418
2021,42531
2022,41756
2023,42576
2024,41096
