,Documents
1980,2963
1981,3264
1982,3426
1983,3737
1984,4185
1985,4409
1986,4667
1987,5782
1988,6402
1989,6873
1990,7871
1991,7950
1992,8642
1993,9332
1994,10318
1995,11226
1996,12458
1997,13083
1998,14604
1999,15610
2000,16756
2001,17649
2002,21181
2003,22000
2004,23651
2005,25701
2006,27517
2007,29033
2008,33044
2009,35118
2010,37633
2011,39383
2012,42358
2013,44311
2014,46497
2015,47658
2016,48323
2017,47995
2018,50060
2019,50685
2020,51694
2021,51758
2022,47029
2023,50490
2024,47622
