,Documents
1980,1.0
1981,1.0
1982,
1983,3.0
1984,5.0
1985,4.0
1986,1.0
1987,
1988,2.0
1989,4.0
1990,2.0
1991,3.0
1992,4.0
1993,6.0
1994,9.0
1995,16.0
1996,5.0
1997,5.0
1998,4.0
1999,5.0
2000,21.0
2001,17.0
2002,29.0
2003,42.0
2004,24.0
2005,36.0
2006,41.0
2007,37.0
2008,28.0
2009,38.0
2010,24.0
2011,39.0
2012,46.0
2013,60.0
2014,69.0
2015,96.0
2016,85.0
2017,362.0
2018,106.0
2019,115.0
2020,129.0
2021,202.0
2022,236.0
2023,277.0
2024,286.0
