,Documents
1980,
1981,
1982,
1983,
1984,
1985,
1986,
1987,
1988,
1989,2.0
1990,1.0
1991,
1992,
1993,2.0
1994,
1995,2.0
1996,1.0
1997,5.0
1998,3.0
1999,1.0
2000,8.0
2001,11.0
2002,18.0
2003,5.0
2004,15.0
2005,10.0
2006,9.0
2007,18.0
2008,15.0
2009,8.0
2010,15.0
2011,22.0
2012,18.0
2013,21.0
2014,23.0
2015,12.0
2016,19.0
2017,10.0
2018,12.0
2019,14.0
2020,11.0
2021,23.0
2022,24.0
2023,25.0
2024,20.0
