,Documents
1980,21
1981,25
1982,27
1983,27
1984,26
1985,36
1986,26
1987,36
1988,42
1989,35
1990,85
1991,89
1992,89
1993,56
1994,107
1995,83
1996,62
1997,60
1998,95
1999,130
2000,112
2001,137
2002,247
2003,315
2004,317
2005,371
2006,421
2007,501
2008,662
2009,801
2010,976
2011,1177
2012,1474
2013,1650
2014,1792
2015,2021
2016,2238
2017,2573
2018,2732
2019,2912
2020,3152
2021,3428
2022,3464
2023,3425
2024,3419
