,Documents
1980,4000
1981,4388
1982,4682
1983,4961
1984,5225
1985,5463
1986,5894
1987,6463
1988,6999
1989,7210
1990,7512
1991,7637
1992,8037
1993,8849
1994,9072
1995,9402
1996,10210
1997,10782
1998,10963
1999,11393
2000,12108
2001,12359
2002,15650
2003,15309
2004,15517
2005,15639
2006,16783
2007,16872
2008,18364
2009,18632
2010,19029
2011,19160
2012,19902
2013,21551
2014,22078
2015,23122
2016,24437
2017,24407
2018,25527
2019,27124
2020,29956
2021,30943
2022,29278
2023,29639
2024,28395
