,Documents
1980,531
1981,617
1982,747
1983,861
1984,971
1985,1138
1986,1344
1987,1780
1988,2105
1989,2461
1990,2909
1991,3504
1992,4033
1993,4731
1994,6016
1995,7349
1996,9551
1997,11784
1998,14071
1999,16640
2000,18864
2001,21074
2002,32784
2003,32556
2004,34562
2005,38849
2006,45831
2007,49741
2008,56097
2009,62289
2010,71363
2011,79585
2012,86968
2013,93552
2014,97422
2015,97792
2016,95658
2017,93464
2018,96027
2019,100197
2020,105737
2021,109175
2022,111307
2023,112634
2024,113286
