,Documents
1980,11
1981,16
1982,15
1983,25
1984,21
1985,16
1986,18
1987,16
1988,24
1989,26
1990,21
1991,48
1992,69
1993,112
1994,139
1995,165
1996,167
1997,201
1998,161
1999,188
2000,193
2001,217
2002,354
2003,301
2004,266
2005,379
2006,370
2007,397
2008,478
2009,483
2010,470
2011,527
2012,559
2013,689
2014,742
2015,1118
2016,1077
2017,1214
2018,1387
2019,1609
2020,1867
2021,2449
2022,2406
2023,2639
2024,1898
