,Documents
1980,1.0
1981,2.0
1982,2.0
1983,
1984,5.0
1985,3.0
1986,4.0
1987,4.0
1988,4.0
1989,5.0
1990,5.0
1991,2.0
1992,2.0
1993,2.0
1994,7.0
1995,7.0
1996,13.0
1997,7.0
1998,10.0
1999,10.0
2000,12.0
2001,14.0
2002,14.0
2003,19.0
2004,18.0
2005,27.0
2006,27.0
2007,23.0
2008,26.0
2009,45.0
2010,42.0
2011,53.0
2012,44.0
2013,44.0
2014,69.0
2015,95.0
2016,94.0
2017,129.0
2018,131.0
2019,124.0
2020,126.0
2021,140.0
2022,161.0
2023,139.0
2024,186.0
