,Documents
1980,5
1981,13
1982,15
1983,25
1984,18
1985,16
1986,14
1987,17
1988,22
1989,16
1990,27
1991,22
1992,25
1993,28
1994,26
1995,27
1996,33
1997,44
1998,43
1999,50
2000,38
2001,51
2002,53
2003,61
2004,81
2005,81
2006,74
2007,77
2008,92
2009,117
2010,111
2011,125
2012,129
2013,146
2014,152
2015,200
2016,175
2017,206
2018,204
2019,291
2020,304
2021,306
2022,278
2023,300
2024,287
