,Documents
1980,78
1981,107
1982,90
1983,91
1984,92
1985,126
1986,124
1987,98
1988,101
1989,101
1990,84
1991,104
1992,149
1993,168
1994,169
1995,190
1996,220
1997,293
1998,311
1999,446
2000,505
2001,553
2002,664
2003,713
2004,886
2005,1010
2006,1243
2007,1210
2008,1346
2009,1480
2010,1564
2011,1909
2012,2094
2013,2463
2014,2772
2015,2922
2016,3297
2017,3686
2018,4297
2019,4658
2020,5690
2021,5625
2022,5678
2023,7829
2024,8100
