,Documents
1980,5967
1981,6519
1982,6833
1983,7461
1984,8227
1985,8599
1986,9141
1987,10504
1988,12286
1989,13168
1990,15106
1991,15398
1992,16820
1993,17707
1994,18861
1995,19800
1996,21329
1997,22788
1998,23894
1999,24027
2000,25544
2001,26714
2002,32638
2003,33464
2004,34818
2005,38862
2006,41451
2007,42637
2008,47050
2009,51708
2010,54945
2011,58036
2012,61900
2013,64410
2014,66888
2015,68360
2016,69669
2017,71345
2018,75339
2019,78391
2020,82735
2021,84329
2022,81127
2023,81123
2024,79561
