,Documents
1980,319
1981,285
1982,340
1983,352
1984,433
1985,417
1986,496
1987,607
1988,842
1989,841
1990,966
1991,1099
1992,1100
1993,1106
1994,1141
1995,1255
1996,1230
1997,1250
1998,1402
1999,1385
2000,2319
2001,1540
2002,1815
2003,2107
2004,2437
2005,3316
2006,4083
2007,4557
2008,5222
2009,6191
2010,7417
2011,8986
2012,10642
2013,12985
2014,14752
2015,16404
2016,18774
2017,23032
2018,27546
2019,33176
2020,42887
2021,51957
2022,57833
2023,58185
2024,60981
