,Documents
1980,1973
1981,2127
1982,2307
1983,2546
1984,2675
1985,2816
1986,2861
1987,3696
1988,3960
1989,3956
1990,4522
1991,4968
1992,5177
1993,5500
1994,5970
1995,6205
1996,6989
1997,7472
1998,7733
1999,8120
2000,8744
2001,9091
2002,11702
2003,11360
2004,11495
2005,12007
2006,13426
2007,13375
2008,14951
2009,16196
2010,16929
2011,17751
2012,19166
2013,20302
2014,21814
2015,22881
2016,23733
2017,24181
2018,25008
2019,26426
2020,27832
2021,28636
2022,27696
2023,27158
2024,27891
