,Documents
1980,
1981,1.0
1982,
1983,
1984,
1985,1.0
1986,
1987,3.0
1988,1.0
1989,
1990,
1991,1.0
1992,1.0
1993,1.0
1994,
1995,1.0
1996,
1997,1.0
1998,2.0
1999,2.0
2000,2.0
2001,1.0
2002,1.0
2003,5.0
2004,7.0
2005,14.0
2006,17.0
2007,8.0
2008,4.0
2009,7.0
2010,7.0
2011,6.0
2012,4.0
2013,7.0
2014,23.0
2015,19.0
2016,15.0
2017,26.0
2018,34.0
2019,32.0
2020,58.0
2021,99.0
2022,108.0
2023,137.0
2024,109.0
