,Documents
1980,1735
1981,1773
1982,1816
1983,1872
1984,2067
1985,2209
1986,2165
1987,2538
1988,2778
1989,2814
1990,3001
1991,3015
1992,3319
1993,3589
1994,3972
1995,4118
1996,4713
1997,4942
1998,5265
1999,5661
2000,5993
2001,6118
2002,7256
2003,7568
2004,7964
2005,9122
2006,9673
2007,10623
2008,11648
2009,12103
2010,13260
2011,14723
2012,14453
2013,15434
2014,16149
2015,16529
2016,17165
2017,18008
2018,18048
2019,19481
2020,20832
2021,21141
2022,20159
2023,19234
2024,18992
