,Documents
1980,1.0
1981,
1982,
1983,2.0
1984,1.0
1985,1.0
1986,1.0
1987,5.0
1988,1.0
1989,6.0
1990,3.0
1991,2.0
1992,7.0
1993,7.0
1994,7.0
1995,5.0
1996,8.0
1997,8.0
1998,9.0
1999,12.0
2000,18.0
2001,14.0
2002,12.0
2003,21.0
2004,25.0
2005,38.0
2006,28.0
2007,25.0
2008,24.0
2009,29.0
2010,29.0
2011,37.0
2012,52.0
2013,47.0
2014,51.0
2015,51.0
2016,78.0
2017,77.0
2018,100.0
2019,100.0
2020,108.0
2021,118.0
2022,121.0
2023,143.0
2024,145.0
