,Documents
1980,2116
1981,2374
1982,2270
1983,2348
1984,2456
1985,2492
1986,2622
1987,3134
1988,3482
1989,3834
1990,5365
1991,4637
1992,4840
1993,5167
1994,5319
1995,5173
1996,5781
1997,6022
1998,6401
1999,6678
2000,7555
2001,8189
2002,9170
2003,9693
2004,10830
2005,11323
2006,13483
2007,14118
2008,15783
2009,17043
2010,17941
2011,19258
2012,20702
2013,23878
2014,27683
2015,29160
2016,29526
2017,29658
2018,29738
2019,32272
2020,33893
2021,34847
2022,32778
2023,33435
2024,33292
