,Documents
1980,10
1981,7
1982,10
1983,14
1984,19
1985,9
1986,17
1987,31
1988,47
1989,35
1990,67
1991,69
1992,88
1993,100
1994,121
1995,112
1996,176
1997,160
1998,221
1999,294
2000,338
2001,379
2002,411
2003,444
2004,457
2005,460
2006,571
2007,677
2008,726
2009,841
2010,953
2011,1128
2012,1276
2013,1535
2014,1727
2015,1948
2016,2039
2017,2232
2018,2368
2019,2639
2020,3399
2021,4120
2022,4157
2023,4386
2024,5392
