,Documents
1980,19
1981,32
1982,29
1983,13
1984,31
1985,26
1986,39
1987,27
1988,36
1989,38
1990,48
1991,60
1992,71
1993,74
1994,80
1995,103
1996,110
1997,141
1998,133
1999,180
2000,224
2001,299
2002,327
2003,347
2004,378
2005,417
2006,495
2007,524
2008,655
2009,720
2010,843
2011,1131
2012,1340
2013,1637
2014,1871
2015,2135
2016,2026
2017,2253
2018,2101
2019,2314
2020,2653
2021,2652
2022,2828
2023,2893
2024,3156
