,Documents
1980,105
1981,103
1982,119
1983,123
1984,151
1985,158
1986,140
1987,147
1988,174
1989,137
1990,150
1991,128
1992,151
1993,133
1994,117
1995,126
1996,208
1997,161
1998,175
1999,153
2000,208
2001,237
2002,301
2003,368
2004,323
2005,380
2006,482
2007,518
2008,592
2009,799
2010,880
2011,1002
2012,1161
2013,1104
2014,1214
2015,1665
2016,1723
2017,1976
2018,2378
2019,2707
2020,3260
2021,3531
2022,3834
2023,4966
2024,7063
