,Documents
1980,74
1981,69
1982,81
1983,71
1984,84
1985,90
1986,86
1987,124
1988,117
1989,140
1990,195
1991,254
1992,290
1993,347
1994,488
1995,473
1996,562
1997,575
1998,687
1999,730
2000,803
2001,821
2002,950
2003,1072
2004,1240
2005,1363
2006,1689
2007,1761
2008,1905
2009,2157
2010,2452
2011,2566
2012,2836
2013,3279
2014,3435
2015,3451
2016,3515
2017,3578
2018,3738
2019,4269
2020,4759
2021,5064
2022,4760
2023,4906
2024,4836
