,Documents
1980,5
1981,8
1982,11
1983,13
1984,16
1985,22
1986,23
1987,41
1988,28
1989,37
1990,41
1991,63
1992,82
1993,100
1994,77
1995,91
1996,112
1997,107
1998,115
1999,115
2000,137
2001,137
2002,171
2003,178
2004,246
2005,238
2006,254
2007,265
2008,338
2009,324
2010,477
2011,536
2012,584
2013,567
2014,572
2015,627
2016,619
2017,590
2018,708
2019,968
2020,1189
2021,1418
2022,1741
2023,1863
2024,1942
