,Documents
1980,1.0
1981,4.0
1982,4.0
1983,3.0
1984,1.0
1985,
1986,3.0
1987,2.0
1988,6.0
1989,5.0
1990,5.0
1991,3.0
1992,2.0
1993,8.0
1994,2.0
1995,10.0
1996,10.0
1997,16.0
1998,4.0
1999,9.0
2000,19.0
2001,15.0
2002,12.0
2003,13.0
2004,21.0
2005,12.0
2006,11.0
2007,17.0
2008,34.0
2009,43.0
2010,43.0
2011,66.0
2012,57.0
2013,53.0
2014,49.0
2015,58.0
2016,77.0
2017,63.0
2018,84.0
2019,105.0
2020,133.0
2021,160.0
2022,147.0
2023,193.0
2024,104.0
