,Documents
1980,3941
1981,4524
1982,4596
1983,4871
1984,5144
1985,5611
1986,5720
1987,6950
1988,7878
1989,8505
1990,9873
1991,10496
1992,11205
1993,11819
1994,12827
1995,12692
1996,14116
1997,14788
1998,16426
1999,17148
2000,18400
2001,18106
2002,22355
2003,23272
2004,24942
2005,26941
2006,30037
2007,31484
2008,35593
2009,37974
2010,39901
2011,40954
2012,44560
2013,47494
2014,49358
2015,52705
2016,53337
2017,55842
2018,56587
2019,58378
2020,64701
2021,67189
2022,64114
2023,63986
2024,61912
