,Documents
1980,9
1981,16
1982,12
1983,18
1984,14
1985,11
1986,18
1987,17
1988,16
1989,22
1990,27
1991,19
1992,23
1993,20
1994,23
1995,27
1996,13
1997,33
1998,12
1999,36
2000,34
2001,19
2002,30
2003,25
2004,40
2005,55
2006,68
2007,72
2008,86
2009,129
2010,96
2011,102
2012,121
2013,151
2014,162
2015,160
2016,161
2017,212
2018,214
2019,196
2020,200
2021,210
2022,240
2023,235
2024,235
