,Documents
1980,2
1981,2
1982,2
1983,1
1984,2
1985,2
1986,3
1987,4
1988,9
1989,3
1990,5
1991,4
1992,6
1993,7
1994,6
1995,5
1996,12
1997,9
1998,8
1999,12
2000,9
2001,20
2002,10
2003,15
2004,14
2005,7
2006,19
2007,27
2008,35
2009,33
2010,31
2011,61
2012,52
2013,61
2014,85
2015,72
2016,65
2017,52
2018,63
2019,41
2020,71
2021,64
2022,74
2023,74
2024,112
