,Documents
1980,1.0
1981,
1982,4.0
1983,2.0
1984,3.0
1985,2.0
1986,3.0
1987,6.0
1988,10.0
1989,5.0
1990,8.0
1991,8.0
1992,10.0
1993,10.0
1994,10.0
1995,12.0
1996,10.0
1997,12.0
1998,21.0
1999,21.0
2000,38.0
2001,42.0
2002,40.0
2003,47.0
2004,72.0
2005,83.0
2006,76.0
2007,89.0
2008,75.0
2009,126.0
2010,130.0
2011,138.0
2012,200.0
2013,196.0
2014,363.0
2015,363.0
2016,338.0
2017,385.0
2018,368.0
2019,440.0
2020,670.0
2021,784.0
2022,709.0
2023,653.0
2024,670.0
