,Documents
1980,68
1981,70
1982,59
1983,86
1984,53
1985,72
1986,75
1987,112
1988,116
1989,139
1990,169
1991,188
1992,192
1993,229
1994,252
1995,277
1996,330
1997,324
1998,369
1999,330
2000,488
2001,523
2002,607
2003,824
2004,963
2005,1086
2006,1255
2007,1399
2008,1600
2009,1781
2010,2067
2011,2473
2012,2858
2013,3337
2014,3792
2015,4663
2016,5155
2017,6542
2018,7909
2019,9596
2020,12133
2021,14124
2022,16782
2023,19555
2024,21922
