,Documents
1980,1045
1981,910
1982,996
1983,1018
1984,1055
1985,1183
1986,1196
1987,1473
1988,1615
1989,1754
1990,2427
1991,2284
1992,2437
1993,2521
1994,2503
1995,2350
1996,2503
1997,2526
1998,2654
1999,2797
2000,3088
2001,3159
2002,3447
2003,3481
2004,3836
2005,3931
2006,4571
2007,4923
2008,5616
2009,6022
2010,6319
2011,6884
2012,7895
2013,8932
2014,10621
2015,10557
2016,11021
2017,10850
2018,11038
2019,11944
2020,12656
2021,13229
2022,11540
2023,12232
2024,11708
