,Documents
1980,22
1981,18
1982,18
1983,15
1984,10
1985,13
1986,12
1987,13
1988,20
1989,8
1990,12
1991,15
1992,18
1993,15
1994,16
1995,13
1996,25
1997,18
1998,13
1999,15
2000,29
2001,32
2002,24
2003,27
2004,24
2005,36
2006,38
2007,28
2008,31
2009,36
2010,64
2011,62
2012,60
2013,76
2014,86
2015,140
2016,206
2017,208
2018,177
2019,216
2020,316
2021,368
2022,457
2023,452
2024,507
