,Documents
1980,443
1981,424
1982,447
1983,450
1984,609
1985,547
1986,611
1987,813
1988,993
1989,1382
1990,1650
1991,1908
1992,2304
1993,2630
1994,2929
1995,3335
1996,4471
1997,4898
1998,5630
1999,6312
2000,7398
2001,9124
2002,12397
2003,15278
2004,18398
2005,19617
2006,22226
2007,23876
2008,24513
2009,26922
2010,29786
2011,33189
2012,37021
2013,44016
2014,51485
2015,58878
2016,64973
2017,66512
2018,75200
2019,88990
2020,103329
2021,119860
2022,127713
2023,131365
2024,125184
