,Documents
1980,5
1981,5
1982,1
1983,1
1984,1
1985,5
1986,4
1987,6
1988,6
1989,5
1990,6
1991,7
1992,3
1993,3
1994,3
1995,2
1996,7
1997,13
1998,10
1999,17
2000,16
2001,12
2002,27
2003,32
2004,42
2005,40
2006,100
2007,109
2008,153
2009,190
2010,249
2011,280
2012,333
2013,460
2014,426
2015,588
2016,725
2017,903
2018,1154
2019,926
2020,937
2021,1028
2022,1168
2023,1184
2024,1289
