,Documents
1980,83
1981,83
1982,106
1983,110
1984,118
1985,123
1986,115
1987,143
1988,134
1989,124
1990,169
1991,164
1992,175
1993,176
1994,157
1995,161
1996,189
1997,242
1998,227
1999,226
2000,262
2001,295
2002,329
2003,374
2004,351
2005,380
2006,478
2007,510
2008,598
2009,623
2010,683
2011,702
2012,796
2013,861
2014,945
2015,1023
2016,1155
2017,1277
2018,1334
2019,1440
2020,1745
2021,1800
2022,1814
2023,2193
2024,2630
