,Documents
1980,143
1981,186
1982,209
1983,220
1984,211
1985,235
1986,224
1987,282
1988,299
1989,344
1990,347
1991,328
1992,342
1993,348
1994,313
1995,350
1996,378
1997,370
1998,370
1999,412
2000,377
2001,358
2002,330
2003,384
2004,352
2005,484
2006,546
2007,626
2008,573
2009,687
2010,618
2011,613
2012,761
2013,839
2014,895
2015,1031
2016,1055
2017,976
2018,1035
2019,1107
2020,1766
2021,1415
2022,1459
2023,1250
2024,1737
