,Documents
1980,467
1981,560
1982,561
1983,728
1984,627
1985,689
1986,755
1987,692
1988,681
1989,847
1990,925
1991,956
1992,1043
1993,1391
1994,1212
1995,1474
1996,1537
1997,1864
1998,2046
1999,2307
2000,2795
2001,3264
2002,3582
2003,3799
2004,4649
2005,5951
2006,7427
2007,8498
2008,10360
2009,12824
2010,15245
2011,17234
2012,19253
2013,21703
2014,22456
2015,23818
2016,24600
2017,26850
2018,26804
2019,27675
2020,30891
2021,31951
2022,28609
2023,30074
2024,29253
