,Documents
1980,7
1981,1
1982,8
1983,10
1984,5
1985,13
1986,11
1987,27
1988,37
1989,49
1990,40
1991,61
1992,39
1993,36
1994,47
1995,46
1996,37
1997,52
1998,59
1999,60
2000,68
2001,80
2002,81
2003,77
2004,114
2005,116
2006,115
2007,98
2008,118
2009,159
2010,163
2011,200
2012,186
2013,219
2014,272
2015,247
2016,237
2017,265
2018,265
2019,306
2020,354
2021,435
2022,433
2023,389
2024,465
