,Documents
1980,
1981,
1982,1.0
1983,
1984,
1985,
1986,
1987,
1988,1.0
1989,
1990,1.0
1991,2.0
1992,1.0
1993,1.0
1994,
1995,
1996,
1997,
1998,2.0
1999,
2000,
2001,1.0
2002,1.0
2003,
2004,
2005,1.0
2006,5.0
2007,1.0
2008,1.0
2009,2.0
2010,
2011,2.0
2012,2.0
2013,3.0
2014,4.0
2015,2.0
2016,1.0
2017,2.0
2018,2.0
2019,1.0
2020,1.0
2021,4.0
2022,7.0
2023,4.0
2024,5.0
