,Documents
1980,2.0
1981,
1982,1.0
1983,
1984,1.0
1985,1.0
1986,1.0
1987,1.0
1988,1.0
1989,
1990,3.0
1991,14.0
1992,3.0
1993,5.0
1994,3.0
1995,6.0
1996,5.0
1997,10.0
1998,8.0
1999,5.0
2000,25.0
2001,6.0
2002,26.0
2003,21.0
2004,31.0
2005,11.0
2006,37.0
2007,35.0
2008,37.0
2009,35.0
2010,45.0
2011,48.0
2012,56.0
2013,60.0
2014,66.0
2015,47.0
2016,63.0
2017,57.0
2018,67.0
2019,62.0
2020,108.0
2021,114.0
2022,95.0
2023,86.0
2024,123.0
