,Documents
1980,18
1981,30
1982,33
1983,42
1984,41
1985,51
1986,42
1987,63
1988,72
1989,82
1990,103
1991,84
1992,88
1993,106
1994,129
1995,107
1996,130
1997,140
1998,167
1999,112
2000,148
2001,189
2002,210
2003,183
2004,219
2005,259
2006,357
2007,344
2008,381
2009,406
2010,407
2011,455
2012,489
2013,549
2014,552
2015,551
2016,602
2017,643
2018,696
2019,864
2020,938
2021,999
2022,1060
2023,1134
2024,841
