,Documents
1980,1931
1981,1934
1982,2049
1983,2113
1984,2246
1985,2432
1986,2501
1987,2972
1988,3191
1989,3179
1990,4095
1991,4324
1992,4540
1993,4720
1994,5121
1995,5421
1996,5800
1997,6021
1998,6631
1999,6541
2000,7170
2001,7539
2002,8686
2003,8786
2004,9505
2005,10911
2006,11756
2007,12776
2008,14182
2009,16253
2010,17265
2011,18807
2012,20073
2013,20828
2014,22651
2015,23612
2016,25453
2017,27251
2018,28160
2019,30111
2020,33010
2021,34225
2022,32876
2023,34718
2024,33970
