,Documents
1980,776
1981,745
1982,805
1983,835
1984,990
1985,1047
1986,1110
1987,1306
1988,1473
1989,1525
1990,1892
1991,1880
1992,1988
1993,1878
1994,1991
1995,1985
1996,2083
1997,2237
1998,2361
1999,2329
2000,2409
2001,2405
2002,2870
2003,2920
2004,3212
2005,3331
2006,3486
2007,3877
2008,4064
2009,4524
2010,4673
2011,4587
2012,4962
2013,5408
2014,6280
2015,6519
2016,6713
2017,7614
2018,8205
2019,9578
2020,10155
2021,10696
2022,10576
2023,11247
2024,11322
