,Documents
1980,
1981,1.0
1982,
1983,
1984,3.0
1985,
1986,
1987,6.0
1988,2.0
1989,2.0
1990,
1991,1.0
1992,3.0
1993,4.0
1994,2.0
1995,
1996,4.0
1997,1.0
1998,1.0
1999,
2000,
2001,1.0
2002,3.0
2003,4.0
2004,2.0
2005,2.0
2006,1.0
2007,9.0
2008,5.0
2009,3.0
2010,9.0
2011,4.0
2012,3.0
2013,10.0
2014,9.0
2015,16.0
2016,18.0
2017,23.0
2018,42.0
2019,24.0
2020,28.0
2021,31.0
2022,44.0
2023,61.0
2024,83.0
