,Documents
1980,890
1981,998
1982,997
1983,1025
1984,1178
1985,1187
1986,1273
1987,1530
1988,1732
1989,1716
1990,2032
1991,2049
1992,2247
1993,2427
1994,2590
1995,2829
1996,3093
1997,3695
1998,4076
1999,4098
2000,4865
2001,4650
2002,5757
2003,6311
2004,7542
2005,9165
2006,10352
2007,11000
2008,12043
2009,13463
2010,14692
2011,15553
2012,16040
2013,16618
2014,17274
2015,17944
2016,18142
2017,18822
2018,19472
2019,21210
2020,23813
2021,25214
2022,23680
2023,24784
2024,24759
