,Documents
1980,240
1981,224
1982,239
1983,233
1984,301
1985,357
1986,354
1987,492
1988,515
1989,550
1990,782
1991,879
1992,863
1993,786
1994,824
1995,916
1996,1040
1997,1192
1998,1318
1999,1196
2000,1396
2001,1334
2002,2655
2003,2536
2004,2886
2005,3255
2006,3626
2007,4156
2008,4522
2009,5443
2010,6255
2011,7694
2012,9039
2013,9255
2014,10428
2015,11013
2016,11527
2017,11263
2018,11857
2019,12836
2020,12426
2021,13311
2022,13183
2023,13120
2024,12775
