,Documents
1980,55
1981,65
1982,89
1983,62
1984,79
1985,97
1986,84
1987,141
1988,166
1989,197
1990,234
1991,222
1992,249
1993,271
1994,264
1995,273
1996,296
1997,290
1998,320
1999,312
2000,391
2001,375
2002,363
2003,354
2004,356
2005,347
2006,395
2007,432
2008,456
2009,403
2010,569
2011,674
2012,838
2013,1439
2014,1479
2015,1422
2016,1188
2017,1411
2018,1441
2019,1595
2020,2026
2021,2266
2022,2363
2023,2556
2024,2502
